acousticness,danceability,energy,instrumentalness,key,loudness,mode,speechiness,valence,target
0.91,0.421,0.0967,0.415,7,-16.441,0,0.0509,0.183,0
0.0549,0.53,0.809,0,6,-4.745,0,0.0388,0.703,0
0.0316,0.591,0.881,0.00203,6,-4.073,0,0.0614,0.16,0
0.0494,0.562,0.94,0,5,-4.337,1,0.114,0.466,0
0.013,0.631,0.716,0,10,-5.713,1,0.0432,0.637,0
0.397,0.596,0.544,0,10,-7.294,1,0.0315,0.381,0
0.0765,0.54,0.661,0,3,-5.534,0,0.0381,0.509,0
0.185,0.757,0.725,5.56E-05,0,-4.86,0,0.0315,0.887,0
0.0534,0.748,0.939,0,0,-4.288,0,0.0341,0.962,0
0.25,0.764,0.811,0.000112,1,-5.245,1,0.0323,0.967,0
0.0198,0.511,0.831,0,11,-4.826,1,0.131,0.544,0
4.55E-05,0.162,0.957,0.867,10,-6.229,0,0.147,0.119,0
0.424,0.55,0.774,0,11,-4.397,1,0.0967,0.462,0
0.013,0.853,0.56,0,1,-4.961,1,0.0406,0.853,0
0.0121,0.692,0.896,6.59E-05,1,-4.017,1,0.0502,0.809,0
0.0803,0.524,0.429,1.37E-05,1,-10.064,1,0.0279,0.237,0
0.0171,0.47,0.863,0.143,6,-6.52,0,0.0461,0.335,0
0.0156,0.841,0.639,0.0654,9,-6.052,0,0.0688,0.673,0
0.000111,0.45,0.986,0.251,1,-2.384,1,0.151,0.172,0
0.707,0.433,0.364,3.75E-06,4,-8.842,1,0.0293,0.0384,0
0.053,0.724,0.84,0,0,-3.581,1,0.0392,0.833,0
0.45,0.754,0.762,6.67E-05,6,-4.486,0,0.0849,0.673,0
0.983,0.236,0.0632,0.452,10,-21.189,0,0.0439,0.0559,0
0.0551,0.41,0.738,0,9,-3.833,1,0.0719,0.592,0
0.913,0.152,0.0626,0.00204,5,-20.947,1,0.0395,0.0484,0
0.0685,0.712,0.841,7.87E-05,7,-5.432,0,0.0455,0.656,0
0.206,0.746,0.961,1.84E-06,0,-2.243,1,0.13,0.954,0
0.051,0.712,0.901,0,1,-4.699,0,0.0595,0.84,0
0.632,0.631,0.363,4.64E-05,5,-14.331,1,0.0336,0.268,0
1.56E-05,0.493,0.964,0.00733,1,-3.079,1,0.0954,0.17,0
0.00281,0.633,0.976,1.29E-05,8,-5.362,1,0.0519,0.471,0
0.102,0.44,0.413,1.70E-05,0,-7.425,0,0.0446,0.125,0
0.498,0.331,0.427,0,3,-7.431,1,0.0302,0.129,0
0.266,0.626,0.601,0.00405,2,-6.4,1,0.0309,0.187,0
0.158,0.633,0.964,0.0159,2,-3.573,1,0.0298,0.111,0
0.197,0.794,0.891,9.04E-05,1,-6.918,1,0.0439,0.813,0
0.268,0.562,0.659,0,10,-5.234,1,0.0824,0.246,0
0.957,0.356,0.0937,0.096,8,-16.64,0,0.0353,0.259,0
0.0969,0.774,0.626,3.12E-05,3,-4.432,0,0.0432,0.758,0
0.151,0.528,0.842,3.00E-05,11,-6.217,1,0.0411,0.797,0
0.0575,0.741,0.667,0,10,-5.445,1,0.134,0.609,0
0.00192,0.482,0.968,0.000454,6,-4.395,1,0.149,0.245,0
0.00754,0.653,0.933,0,6,-6.041,1,0.0522,0.413,0
0.0244,0.68,0.954,0,9,-1.823,1,0.119,0.524,0
0.0159,0.591,0.577,0,2,-6.107,1,0.0331,0.52,0
0.143,0.658,0.696,0,3,-4.293,1,0.0707,0.655,0
0.0371,0.672,0.819,0.000184,11,-4.457,1,0.0463,0.452,0
0.342,0.53,0.445,4.28E-06,10,-10.907,1,0.0318,0.495,0
0.286,0.706,0.689,0,6,-5.533,1,0.17,0.42,0
0.00433,0.775,0.883,0.346,11,-5.83,0,0.0703,0.682,0
0.024,0.691,0.951,0.0412,0,-4.989,1,0.0879,0.617,0
0.000552,0.841,0.673,0.419,9,-7.361,0,0.119,0.197,0
0.0993,0.51,0.904,0,6,-4.291,1,0.0357,0.542,0
0.865,0.641,0.0628,4.08E-06,4,-14.155,1,0.0417,0.289,0
0.0363,0.468,0.786,0,9,-2.757,1,0.0334,0.479,0
0.0677,0.587,0.628,1.88E-06,1,-5.703,1,0.0431,0.65,0
0.918,0.331,0.0861,0.902,5,-21.226,1,0.0354,0.152,0
0.903,0.257,0.216,0.134,8,-16.266,0,0.0365,0.19,0
0.173,0.618,0.794,0.000226,1,-6.985,1,0.126,0.919,0
0.309,0.421,0.407,0.000961,10,-7.445,1,0.0267,0.168,0
0.0268,0.624,0.923,0.000228,9,-5.449,0,0.0335,0.39,0
0.447,0.519,0.684,0,6,-3.746,1,0.0325,0.293,0
0.289,0.712,0.625,0,7,-8.832,1,0.149,0.718,0
0.281,0.718,0.609,3.29E-05,0,-4.699,0,0.0429,0.47,0
0.719,0.836,0.395,1.40E-05,3,-12.015,1,0.0336,0.575,0
0.4,0.761,0.838,0,4,-3.073,0,0.0502,0.717,0
0.0309,0.792,0.819,0,5,-5.418,1,0.0867,0.45,0
0.503,0.41,0.648,0,7,-4.469,1,0.0362,0.342,0
0.415,0.436,0.618,2.46E-06,3,-8.402,0,0.0432,0.352,0
0.157,0.211,0.649,0,0,-7.28,1,0.0393,0.289,0
0.705,0.894,0.161,0.0033,4,-14.311,1,0.088,0.818,0
0.00434,0.555,0.896,0,0,-3.295,1,0.0388,0.558,0
0.323,0.661,0.544,0.0222,7,-11.193,1,0.0304,0.307,0
0.0107,0.619,0.733,0,8,-5.055,1,0.0405,0.507,0
1.35E-05,0.517,0.991,1.44E-05,9,-2.406,0,0.112,0.194,0
0.189,0.67,0.679,0,7,-5.618,1,0.118,0.794,0
0.00281,0.608,0.878,4.83E-06,0,-3.631,1,0.0765,0.326,0
0.211,0.581,0.817,1.42E-06,0,-6.542,1,0.0382,0.772,0
0.466,0.635,0.54,0,7,-8.122,1,0.0246,0.586,0
0.25,0.58,0.575,1.83E-05,3,-7.72,1,0.0231,0.372,0
0.28,0.555,0.663,0,0,-5.628,1,0.042,0.295,0
0.000123,0.398,0.955,0.458,7,-3.39,0,0.0698,0.134,0
0.116,0.685,0.859,0,5,-2.595,0,0.0553,0.886,0
0.076,0.899,0.626,0,6,-4.228,0,0.292,0.871,0
0.113,0.801,0.822,0.00424,6,-4.655,1,0.0831,0.938,0
0.0378,0.81,0.793,1.82E-06,6,-9.404,0,0.0403,0.86,0
0.58,0.599,0.699,0.276,1,-7.588,0,0.1,0.312,0
0.208,0.501,0.836,0,11,-3.587,0,0.0491,0.627,0
0.868,0.42,0.105,0.587,6,-20.502,1,0.035,0.108,0
0.0643,0.519,0.907,0,4,-3.918,1,0.0444,0.603,0
0.0258,0.746,0.794,0,1,-6.331,1,0.0698,0.471,0
0.335,0.5,0.622,0,9,-6.691,1,0.0329,0.293,0
0.000283,0.256,0.98,0.0196,3,-5.107,1,0.0964,0.11,0
0.141,0.48,0.878,0,6,-6.59,0,0.0743,0.19,0
0.0109,0.599,0.677,8.04E-06,0,-4.722,0,0.035,0.458,0
0.069,0.599,0.803,0.137,0,-3.641,0,0.0986,0.254,0
0.0762,0.809,0.628,0.000371,11,-5.021,0,0.0561,0.797,0
0.0086,0.707,0.471,0.00839,9,-7.667,1,0.0354,0.354,0
0.899,0.461,0.0389,0.015,0,-20.482,1,0.0399,0.121,0
0.92,0.442,0.124,0.605,3,-22.227,1,0.0388,0.205,0
0.00158,0.598,0.534,0.124,4,-5.666,0,0.0272,0.0473,0
0.0362,0.67,0.792,0.881,7,-8.211,1,0.0465,0.0348,0
8.45E-05,0.649,0.706,0.831,8,-7.209,0,0.031,0.0744,0
0.264,0.62,0.529,0,5,-5.333,0,0.0353,0.572,0
0.947,0.483,0.199,0,2,-11.37,1,0.0586,0.162,0
0.417,0.566,0.804,0,6,-5.783,1,0.0364,0.868,0
0.0018,0.598,0.748,0.000196,8,-6.239,1,0.0706,0.321,0
0.00477,0.585,0.614,0.000155,10,-5.594,0,0.037,0.273,0
0.214,0.626,0.695,0,7,-6.528,0,0.0594,0.586,0
0.0418,0.505,0.705,0,5,-6.097,1,0.0395,0.309,0
0.48,0.414,0.469,0,8,-7.583,1,0.0485,0.322,0
0.0234,0.556,0.802,0,5,-5.089,0,0.0694,0.263,0
0.242,0.587,0.659,0,7,-6.406,0,0.203,0.411,0
0.559,0.628,0.694,0,5,-3.909,0,0.0378,0.447,0
0.0875,0.353,0.87,0,0,-5.386,1,0.127,0.308,0
0.211,0.627,0.669,2.72E-06,0,-9.985,1,0.0412,0.5,0
0.273,0.713,0.678,0,5,-3.525,0,0.102,0.738,0
0.00543,0.771,0.685,0.00157,1,-4.639,1,0.0567,0.683,0
0.362,0.73,0.602,3.69E-06,6,-3.782,0,0.206,0.932,0
0.139,0.845,0.576,0,11,-5.15,0,0.153,0.455,0
0.0559,0.514,0.911,0,1,-2.027,0,0.41,0.614,0
0.144,0.631,0.658,0,5,-5.313,1,0.0281,0.692,0
0.0522,0.862,0.479,0.00126,7,-9.199,1,0.0646,0.919,0
0.397,0.66,0.707,0,6,-5.758,1,0.208,0.779,0
0.27,0.663,0.656,0.000279,1,-6.548,1,0.0413,0.555,0
0.0877,0.894,0.892,0.00167,1,-2.663,1,0.131,0.867,0
0.0214,0.587,0.772,0.698,4,-4.439,0,0.0375,0.201,0
0.00231,0.624,0.971,0.121,6,-0.935,0,0.0643,0.442,0
0.00931,0.715,0.989,0.109,2,-1.723,1,0.194,0.679,0
0.643,0.549,0.816,1.38E-06,10,-5.044,0,0.233,0.523,0
0.0028,0.476,0.815,0.00593,4,-5.073,1,0.0359,0.144,0
0.0533,0.599,0.667,0,7,-4.267,1,0.0367,0.811,0
0.00107,0.818,0.799,0.128,1,-4.1,0,0.156,0.0953,0
0.0506,0.776,0.741,0,7,-5.804,1,0.041,0.845,0
0.00173,0.548,0.811,3.56E-05,11,-3.985,1,0.0475,0.411,0
0.125,0.761,0.82,2.10E-05,1,-4.003,1,0.0623,0.619,0
0.107,0.54,0.408,0.000811,0,-11.899,0,0.0457,0.655,0
0.537,0.191,0.664,1.23E-06,1,-4.125,1,0.0456,0.545,0
0.304,0.804,0.459,0.0862,11,-11.556,1,0.039,0.372,0
0.219,0.427,0.861,0,1,-4.874,1,0.376,0.581,0
0.0431,0.697,0.527,1.25E-05,0,-10.438,0,0.211,0.289,0
0.043,0.638,0.828,0,7,-4.53,1,0.0393,0.102,0
0.978,0.514,0.0814,0.00873,0,-17.149,0,0.0361,0.235,0
0.0244,0.553,0.747,0,9,-5.905,1,0.0292,0.702,0
0.0166,0.622,0.745,0.000875,1,-5.674,1,0.0262,0.585,0
0.328,0.68,0.593,0,1,-6.496,1,0.176,0.396,0
0.00922,0.453,0.678,5.11E-05,9,-7.291,0,0.0494,0.0827,0
0.804,0.792,0.15,1.30E-05,1,-15.644,1,0.0486,0.33,0
0.773,0.741,0.219,2.84E-06,11,-11.944,1,0.0432,0.198,0
9.24E-05,0.547,0.693,5.46E-05,0,-8.786,1,0.0353,0.581,0
0.581,0.825,0.652,0,1,-3.183,0,0.0802,0.933,0
0.00574,0.682,0.812,0,1,-2.691,0,0.118,0.347,0
0.995,0.471,0.0148,0.934,3,-33.097,1,0.0558,0.183,0
0.033,0.707,0.929,0.205,8,-4.199,0,0.0901,0.403,0
0.00518,0.718,0.944,0.477,1,-5.041,1,0.0386,0.328,0
0.119,0.904,0.517,0.0147,7,-7.287,0,0.0598,0.722,0
0.000619,0.388,0.542,0,2,-6.122,1,0.0321,0.128,0
0.914,0.425,0.136,0.921,11,-17.382,1,0.0293,0.227,0
0.298,0.588,0.58,0,0,-7.833,1,0.0272,0.492,0
0.0216,0.526,0.825,1.39E-06,5,-3.506,0,0.0875,0.108,0
0.0514,0.786,0.857,0,9,-3.765,1,0.0734,0.602,0
0.0757,0.572,0.853,0,1,-3.203,1,0.217,0.0995,0
0.128,0.617,0.524,0.00438,5,-8.885,0,0.103,0.225,0
2.05E-05,0.535,0.974,0.000149,10,-3.566,0,0.172,0.431,0
0.409,0.618,0.688,6.32E-06,5,-5.867,0,0.0477,0.561,0
0.935,0.428,0.187,0.853,10,-21.001,1,0.0375,0.171,0
0.988,0.479,0.146,0.692,7,-14.319,1,0.0351,0.0728,0
0.0744,0.684,0.823,0,9,-3.297,0,0.0773,0.645,0
0.0786,0.724,0.904,0,8,-3.354,0,0.0966,0.851,0
2.21E-05,0.379,0.979,0.877,9,-3.77,1,0.107,0.156,0
0.871,0.421,0.0867,0.429,0,-18.732,1,0.037,0.0718,0
0.114,0.483,0.818,0,11,-7.666,1,0.0444,0.69,0
0.000673,0.274,0.925,0.156,1,-5.204,1,0.111,0.102,0
0.0299,0.604,0.841,0.00382,1,-5.145,1,0.0423,0.585,0
0.0983,0.648,0.833,0.001,11,-5.116,1,0.0543,0.301,0
0.00898,0.499,0.824,0,7,-4.741,1,0.0794,0.692,0
0.004,0.385,0.866,0,4,-2.817,0,0.0697,0.548,0
0.0313,0.561,0.927,2.34E-05,9,-4.374,0,0.0619,0.562,0
0.00139,0.613,0.874,1.82E-06,2,-3.594,1,0.0697,0.532,0
0.119,0.623,0.956,0.000227,4,-2.608,0,0.0753,0.718,0
0.00494,0.616,0.961,0,11,-3.144,0,0.139,0.531,0
0.000965,0.607,0.889,0,9,-4.034,1,0.0394,0.376,0
0.00738,0.352,0.843,0,7,-7.983,0,0.482,0.716,0
0.0724,0.827,0.646,0,1,-4.727,0,0.0766,0.51,0
0.0143,0.626,0.748,0,1,-5.899,1,0.0345,0.217,0
0.991,0.295,0.0918,0.884,0,-22.769,0,0.0385,0.119,0
2.13E-05,0.222,0.985,0.00644,7,-4.105,1,0.149,0.16,0
0.0991,0.608,0.86,0,5,-5.324,0,0.0554,0.441,0
0.000704,0.657,0.827,0.00534,5,-4.036,1,0.0734,0.698,0
0.0215,0.688,0.702,0,7,-4.792,0,0.0499,0.731,0
0.333,0.439,0.802,0,7,-3.644,1,0.054,0.688,0
0.0406,0.488,0.915,0,7,-4.255,1,0.0389,0.637,0
0.414,0.574,0.51,0.000213,7,-7.63,1,0.0334,0.125,0
0.0362,0.56,0.916,0.000963,7,-3.328,0,0.0661,0.577,0
1.92E-05,0.439,0.931,1.21E-05,11,-2.59,0,0.0473,0.516,0
0.587,0.464,0.225,5.64E-06,0,-9.155,1,0.0403,0.209,0
0.00532,0.529,0.769,0,11,-6.369,1,0.0469,0.648,0
0.0583,0.688,0.835,2.87E-06,8,-4.162,1,0.0911,0.879,0
6.04E-05,0.505,0.985,1.02E-05,5,-4.401,1,0.119,0.267,0
0.994,0.206,0.0347,0.828,1,-25.351,1,0.0431,0.0378,0
0.915,0.277,0.0156,0.00654,7,-24.801,1,0.0482,0.0855,0
0.993,0.294,0.142,0.912,7,-20.374,1,0.0388,0.199,0
1.84E-05,0.474,0.925,0.901,2,-3.539,1,0.146,0.142,0
0.0293,0.726,0.769,0.0101,6,-5.043,1,0.123,0.75,0
0.00273,0.408,0.849,3.04E-05,11,-5.284,0,0.0646,0.141,0
0.0303,0.415,0.369,7.64E-06,8,-10.044,1,0.0741,0.0951,0
0.0102,0.833,0.434,0.0219,2,-8.795,1,0.431,0.286,0
0.186,0.509,0.712,0,7,-5.747,1,0.111,0.648,0
0.00837,0.184,0.871,0.167,8,-3.245,0,0.0661,0.213,0
0.0107,0.631,0.893,0.00632,7,-5.123,1,0.0411,0.558,0
0.0193,0.439,0.906,0,3,-4.8,1,0.0439,0.69,0
0.00464,0.565,0.771,0,1,-5.22,1,0.212,0.551,0
0.000175,0.537,0.624,2.20E-06,11,-8.794,1,0.325,0.4,0
0.97,0.509,0.0461,0.911,1,-10.693,1,0.0427,0.368,0
0.00623,0.654,0.728,0.404,6,-8.477,0,0.0577,0.281,0
0.00145,0.715,0.964,0.468,0,-4.71,0,0.0651,0.307,0
0.0581,0.64,0.947,0,9,-3.925,0,0.102,0.68,0
0.00117,0.464,0.785,1.46E-06,6,-7.42,0,0.0436,0.505,0
3.28E-05,0.401,0.921,0.753,6,-3.287,0,0.0781,0.372,0
0.974,0.385,0.0562,0.532,11,-14.812,1,0.0415,0.186,0
0.0218,0.534,0.933,0,6,-4.021,1,0.0781,0.783,0
0.217,0.62,0.713,3.30E-06,2,-4.753,1,0.0342,0.465,0
0.0532,0.709,0.697,5.15E-05,2,-3.471,1,0.0275,0.78,0
0.35,0.926,0.916,6.17E-06,10,-2.221,0,0.0929,0.903,0
0.669,0.751,0.489,3.57E-06,8,-5.418,1,0.0343,0.468,0
0.0319,0.646,0.795,0,9,-3.293,1,0.0976,0.791,0
0.0485,0.76,0.588,0,9,-7.082,1,0.0775,0.384,0
0.39,0.712,0.62,0,4,-4.187,1,0.0888,0.519,0
0.299,0.51,0.602,0,3,-6.317,1,0.0616,0.305,0
0.115,0.66,0.575,1.59E-06,6,-4.934,0,0.0367,0.485,0
0.0219,0.568,0.69,2.30E-05,1,-5.034,0,0.0431,0.044,0
0.971,0.45,0.0437,0.88,10,-29.46,1,0.0374,0.0906,0
0.0058,0.686,0.952,0.00333,9,-5.169,1,0.0458,0.641,0
0.00513,0.685,0.948,0.00347,9,-5.182,1,0.0457,0.627,0
0.00481,0.475,0.838,0,1,-2.948,0,0.0666,0.236,0
0.0275,0.516,0.595,0,5,-4.63,1,0.0313,0.209,0
0.00064,0.375,0.93,0,2,-2.631,1,0.0561,0.5,0
0.000569,0.624,0.673,1.54E-06,4,-4.017,0,0.0268,0.458,0
0.256,0.539,0.658,0,0,-5.109,1,0.0295,0.494,0
0.202,0.497,0.604,0,2,-9.438,1,0.0313,0.225,0
0.000767,0.429,0.636,5.14E-05,5,-7.684,1,0.0325,0.233,0
0.187,0.423,0.502,0,2,-5.924,1,0.0293,0.0968,0
0.0646,0.587,0.791,0,8,-6.313,0,0.0911,0.593,0
5.83E-05,0.296,0.983,0.146,11,-2.999,1,0.169,0.231,0
0.208,0.645,0.52,0,1,-7.417,1,0.0576,0.395,0
0.193,0.732,0.606,1.25E-06,10,-5.21,1,0.0313,0.637,0
0.455,0.627,0.56,0,5,-5.378,1,0.0667,0.488,0
0.568,0.448,0.412,5.68E-05,11,-7.877,1,0.0281,0.308,0
0.0671,0.543,0.852,0,1,-3.737,1,0.0787,0.689,0
0.364,0.819,0.677,0.0313,5,-5.703,0,0.0423,0.93,0
0.368,0.717,0.844,1.93E-05,1,-5.363,0,0.0299,0.825,0
0.0141,0.447,0.89,0,6,-4.563,1,0.0676,0.331,0
2.54E-05,0.321,0.751,0.235,9,-4.655,1,0.0543,0.174,0
0.263,0.697,0.692,0,7,-5.34,1,0.0511,0.275,0
0.0147,0.242,0.96,0.0562,1,-4.112,1,0.306,0.199,0
0.000393,0.456,0.97,0.0432,1,-4.655,1,0.175,0.0399,0
0.0219,0.63,0.684,0.00108,11,-6.74,0,0.0399,0.881,0
0.0805,0.766,0.602,0.765,0,-8.388,0,0.0273,0.378,0
0.167,0.761,0.829,0,0,-3.203,0,0.0681,0.82,0
0.663,0.719,0.478,0.000886,2,-9.58,1,0.0297,0.354,0
0.971,0.428,0.212,0.73,0,-15.442,0,0.032,0.312,0
0.000586,0.528,0.879,0.00489,6,-5.891,0,0.12,0.327,0
1.20E-05,0.484,0.98,0.188,0,-1.939,1,0.075,0.165,0
0.0336,0.89,0.891,0,2,-5.542,1,0.0483,0.947,0
0.00593,0.608,0.841,0.0573,0,-3.798,1,0.0464,0.25,0
0.0355,0.673,0.676,0,1,-5.002,1,0.0308,0.568,0
0.0661,0.639,0.849,0.02,4,-5.474,0,0.0361,0.668,0
0.104,0.652,0.621,5.30E-06,9,-8.677,0,0.263,0.647,0
7.94E-06,0.236,0.981,0.874,6,-2.635,1,0.299,0.129,0
0.288,0.668,0.897,0,6,-3.982,1,0.255,0.512,0
0.00105,0.495,0.955,0.0551,6,-4.181,1,0.0798,0.362,0
0.282,0.369,0.801,0,1,-5.302,1,0.384,0.311,0
0.154,0.889,0.853,0.000107,9,-4.26,1,0.241,0.916,0
0.551,0.508,0.687,3.41E-06,0,-4.361,1,0.326,0.565,0
0.302,0.696,0.521,0,10,-8.465,0,0.332,0.471,0
0.0752,0.504,0.705,0,6,-8.205,0,0.364,0.564,0
0.358,0.894,0.284,0.000487,11,-13.002,0,0.33,0.413,0
0.361,0.653,0.409,0.00012,9,-11.446,1,0.421,0.181,0
0.331,0.889,0.393,8.67E-06,4,-10.821,0,0.267,0.31,0
0.00164,0.703,0.684,0.000378,8,-6.532,1,0.0778,0.222,0
0.0527,0.442,0.784,0,2,-4.001,1,0.0344,0.554,0
0.195,0.323,0.118,0.694,5,-22.751,0,0.0449,0.0706,0
0.31,0.596,0.661,0,5,-6.239,0,0.226,0.864,0
0.322,0.659,0.848,0,4,-3.273,1,0.202,0.961,0
0.986,0.388,0.0354,0.956,7,-25.766,1,0.0421,0.192,0
0.0788,0.873,0.591,0.0071,7,-8.942,1,0.102,0.49,0
0.135,0.729,0.914,0.000672,2,-4.043,1,0.041,0.918,0
0.0264,0.815,0.944,0.00038,1,-6.698,1,0.0513,0.681,0
0.765,0.767,0.445,0.000727,6,-8.527,1,0.0328,0.375,0
0.00687,0.688,0.843,0,5,-4.12,1,0.0452,0.841,0
0.0207,0.434,0.921,0.00209,10,-2.248,0,0.0688,0.426,0
0.312,0.536,0.722,0,4,-4.163,1,0.0284,0.472,0
0.74,0.637,0.659,0,3,-6.964,1,0.0409,0.531,0
0.075,0.696,0.817,0,1,-3.862,1,0.109,0.779,0
0.555,0.635,0.691,0,0,-4.862,1,0.258,0.63,0
0.0567,0.467,0.564,0,9,-4.986,0,0.353,0.304,0
0.00733,0.845,0.768,5.04E-06,6,-5.448,1,0.188,0.954,0
0.0345,0.589,0.83,0,1,-5.547,1,0.0984,0.595,0
0.00159,0.642,0.823,0,0,-5.717,1,0.0289,0.441,0
0.000774,0.525,0.657,0,7,-6.394,1,0.0271,0.286,0
0.0966,0.525,0.657,0,1,-5.28,0,0.054,0.313,0
0.26,0.725,0.487,1.09E-05,8,-5.959,0,0.0368,0.595,0
0.441,0.762,0.705,0,4,-5.082,1,0.0991,0.776,0
0.93,0.336,0.328,0.732,7,-15.005,0,0.0386,0.198,0
0.973,0.478,0.0757,0.939,5,-20.847,1,0.0505,0.235,0
0.89,0.475,0.0588,0.0238,5,-17.464,0,0.0418,0.229,0
0.00338,0.569,0.896,0.958,1,-3.114,1,0.0489,0.113,0
0.577,0.848,0.465,0.0543,1,-9.029,0,0.0524,0.622,0
0.958,0.4,0.144,0.878,10,-15.52,1,0.037,0.154,0
0.936,0.358,0.16,0.34,8,-12.658,0,0.0352,0.246,0
0.0123,0.428,0.781,1.47E-05,6,-5.032,0,0.0608,0.72,0
0.0637,0.406,0.638,0,9,-6.085,0,0.13,0.404,0
0.0368,0.277,0.604,0,0,-3.778,0,0.062,0.28,0
0.19,0.776,0.507,0,9,-5.752,0,0.0405,0.51,0
0.461,0.59,0.568,0.0562,7,-8.332,1,0.0252,0.731,0
0.267,0.732,0.629,0,0,-4.64,1,0.286,0.685,0
0.0382,0.518,0.666,2.47E-05,0,-5.306,1,0.0313,0.254,0
0.201,0.415,0.661,0,7,-4.629,1,0.0296,0.283,0
0.245,0.319,0.664,0,1,-4.85,1,0.0357,0.441,0
0.787,0.386,0.248,1.49E-06,11,-11.42,1,0.0291,0.153,0
0.116,0.685,0.783,0,11,-4.152,1,0.0276,0.532,0
0.128,0.747,0.799,0,11,-4.066,0,0.0405,0.537,0
0.00497,0.574,0.802,0,11,-4.801,0,0.0299,0.52,0
0.342,0.591,0.75,0.363,1,-6.599,0,0.0479,0.38,0
0.622,0.413,0.439,0.00562,10,-8.537,1,0.031,0.336,0
0.273,0.507,0.81,0.0567,3,-5.628,0,0.0317,0.492,0
0.000937,0.676,0.79,8.94E-05,7,-3.674,1,0.0338,0.0484,0
0.992,0.447,0.163,0.776,8,-14.835,1,0.0707,0.19,0
0.937,0.428,0.3,0.658,0,-8.885,1,0.034,0.221,0
0.0561,0.623,0.656,0,0,-5.608,0,0.0416,0.371,0
0.0525,0.779,0.659,0,0,-5.455,1,0.0808,0.924,0
0.416,0.704,0.423,0,8,-6.792,1,0.0862,0.45,0
0.166,0.766,0.771,2.51E-06,8,-4.358,1,0.0483,0.655,0
0.961,0.484,0.0291,0.474,10,-23.363,1,0.0459,0.38,0
0.772,0.598,0.515,4.91E-06,5,-4.695,0,0.0363,0.377,0
0.0584,0.967,0.583,0,7,-5.562,0,0.0789,0.965,0
0.00898,0.612,0.799,0,10,-4.603,1,0.0275,0.675,0
0.183,0.389,0.525,0,9,-7.941,1,0.0403,0.0963,0
0.83,0.534,0.582,0,2,-6.22,1,0.0424,0.289,0
0.0682,0.412,0.83,0.00739,3,-4.976,0,0.0651,0.239,0
0.00136,0.526,0.861,0.732,2,-5.871,0,0.0587,0.114,0
0.0344,0.561,0.771,0.000151,1,-5.533,1,0.036,0.212,0
0.316,0.519,0.829,0,5,-5.121,0,0.0901,0.629,0
0.122,0.803,0.793,5.81E-05,6,-5.769,1,0.0635,0.54,0
0.0181,0.62,0.869,0,1,-5.252,1,0.175,0.769,0
0.00461,0.615,0.638,0.00979,1,-5.341,1,0.13,0.41,0
0.0182,0.836,0.71,2.23E-05,5,-5.185,0,0.0595,0.531,0
0.00125,0.649,0.815,4.31E-05,3,-3.796,0,0.0415,0.774,0
0.117,0.634,0.528,2.26E-06,1,-8.834,1,0.0309,0.187,0
0.0304,0.681,0.845,0,11,-5.147,0,0.0525,0.761,0
0.231,0.589,0.809,0,3,-5.292,1,0.0376,0.464,0
0.000339,0.905,0.596,2.05E-05,1,-7.496,0,0.118,0.419,0
0.119,0.68,0.489,2.86E-05,11,-7.837,0,0.432,0.261,0
0.857,0.364,0.114,0.635,1,-16.552,1,0.0333,0.0581,0
0.0746,0.755,0.832,1.27E-06,2,-2.741,0,0.116,0.719,0
0.498,0.587,0.554,0.000663,1,-7.212,1,0.0424,0.431,0
0.056,0.164,0.878,0.0617,6,-4.953,0,0.11,0.196,0
0.33,0.736,0.449,0.000162,1,-11.462,0,0.425,0.322,0
0.0509,0.546,0.737,1.68E-05,5,-3.794,1,0.054,0.188,0
0.000817,0.68,0.941,0.621,0,-8.093,1,0.0532,0.338,0
0.549,0.87,0.502,0.00356,5,-7.497,0,0.0549,0.676,0
0.00106,0.584,0.932,0.00269,1,-3.501,1,0.333,0.211,0
0.0394,0.567,0.678,0,10,-6.642,0,0.0404,0.381,0
0.0342,0.511,0.815,0,6,-6.317,0,0.048,0.245,0
0.627,0.295,0.326,0,9,-6.125,0,0.0318,0.136,0
0.225,0.696,0.713,2.22E-06,11,-5.114,0,0.123,0.368,0
0.827,0.524,0.392,0,10,-8.938,0,0.0305,0.296,0
0.799,0.66,0.255,0,10,-9.79,1,0.0278,0.508,0
0.474,0.672,0.396,0,2,-9.489,0,0.0349,0.464,0
0.292,0.862,0.351,0,9,-11.793,1,0.0439,0.504,0
0.436,0.696,0.439,0,7,-9.438,1,0.07,0.686,0
0.167,0.631,0.591,0,11,-7.669,1,0.0333,0.459,0
0.00634,0.637,0.507,0,6,-9.59,0,0.0283,0.566,0
0.226,0.546,0.522,0,4,-7.113,1,0.0361,0.494,0
0.904,0.513,0.274,9.27E-06,0,-13.577,1,0.0289,0.381,0
0.00172,0.542,0.905,0.0104,9,-5.653,1,0.054,0.365,0
0.01,0.553,0.743,0,2,-5.483,1,0.0368,0.574,0
0.044,0.597,0.832,2.96E-05,11,-5.48,0,0.147,0.479,0
0.0909,0.583,0.729,2.02E-05,6,-4.525,1,0.0314,0.313,0
0.000501,0.749,0.745,0.00403,2,-10.625,1,0.164,0.461,0
0.00499,0.595,0.837,0.0359,1,-6.011,1,0.0696,0.331,0
0.881,0.764,0.177,3.34E-05,9,-13.596,0,0.0983,0.569,0
0.197,0.633,0.592,0,0,-7.245,0,0.112,0.643,0
